date,nav,daily_ret,gross_ret,cost_pct,drawdown,gross_exp,net_exp,n_long,n_short,port_vol_ann,btc_vol_fast,btc_vol_slow,fast_scale,slow_scale,regime_scale,paused,btc_mom,short_scale,gate_active,disp_scale,ic_scale
2022-03-05,92325.4708254191,-0.0014177729854799508,-0.0011427142726667897,0.0002750587128131611,-0.08478027888600721,1.3676587702208476,0.029420587305823975,7,4,0.22290308899870867,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-06,92279.31927029321,-0.0004998789035494602,-0.0003863089154258765,0.00011356998812358375,-0.08523777791670446,1.3446031706901937,-0.010462575184791212,6,5,0.22162162514966205,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-07,93943.70490897963,0.018036388346248055,0.01817584110719875,0.00013945276095069694,-0.06873877123473332,1.3401344596098639,0.048900457968794664,7,4,0.22341850223009263,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.953884592973984,1.0
2022-03-08,90663.22404650012,-0.03491964539463185,-0.03471001145380005,0.00020963394083179336,-0.10125808311298563,1.1408419622374881,-0.024662724322395607,7,4,0.23335511409911142,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.8378400242258387,1.0
2022-03-09,90199.43218356716,-0.005115545667062192,-0.0050690868269814005,4.645884008079166e-05,-0.1058556384317242,1.2385604421288827,0.0069970357677924255,7,4,0.23224739911294043,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9605555999563107,1.0
2022-03-10,90837.16985388087,0.007070306928494041,0.007384586454410664,0.00031427952591662215,-0.09953376335705405,1.18016882732699,-0.013414747071586741,6,5,0.2313631081865631,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9240222692599876,1.0
2022-03-11,91639.90900685488,0.00883712200925338,0.009011152205527844,0.0001740301962744642,-0.09157623335862716,1.2484598797660542,-0.025299196601379664,7,4,0.23074110834287578,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-12,92034.77987322852,0.00430893996570962,0.004359757551689263,5.081758597964313e-05,-0.08766188988474566,1.3217518557932526,-0.030366491740890372,7,4,0.2295817252715167,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-13,93219.40158641375,0.01287145701675998,0.012936761797208804,6.530478044882352e-05,-0.07591876911564509,1.230181282547375,0.0031986335378570985,7,4,0.22977584449328178,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-14,93970.7150736713,0.008059625726743978,0.008266858515083098,0.00020723278833911896,-0.06847102025360823,1.1241640023881496,0.00708204274757579,7,4,0.22904768307116596,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.8339177315729385,1.0
2022-03-15,94808.8465674098,0.008919071149787804,0.008996951451567047,7.788030177924243e-05,-0.060162647005160996,1.1365780627019282,0.010763958691781844,7,4,0.22845953102573668,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.8730166674355192,1.0
2022-03-16,93815.98630877997,-0.010472232229129463,-0.010207866424512949,0.00026436580461651547,-0.0700048420233333,1.0672139986513423,0.02673913495126451,6,5,0.22815352203674566,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.7969246404060298,1.0
2022-03-17,93251.36565701048,-0.006018384221971889,-0.005783110906282653,0.00023527331568923564,-0.07560191020861036,1.3141726783542382,-0.0007314148277331456,6,5,0.22717392052530255,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-18,93394.44545636239,0.0015343453508034604,0.0017547713068137845,0.00022042595601032413,-0.07418356429724733,1.3414812191864864,0.0209070999993054,5,6,0.225887342750397,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-19,93559.71702270473,0.0017696080910888398,0.0018397094463078402,7.010135521900033e-05,-0.0725452320417646,1.411678148705159,-0.020947026697759663,5,6,0.22461555367054026,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-20,92651.46137155009,-0.009707763982807097,-0.009661682054536942,4.6081928270155744e-05,-0.08154874403383233,1.3015237640787947,0.04672400884877062,6,5,0.22420470023731653,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-21,94799.2216094442,0.02318107244181679,0.02318107244181679,0.0,-0.060258058935002835,1.3212986764540382,0.03706232679423374,6,5,0.22791051065495024,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-22,92001.28508168862,-0.02951434073248593,-0.029392281867382915,0.00012205886510301371,-0.08799392278420286,1.2864577657867828,-0.01912550948796865,6,5,0.23451769933671784,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9902989500931291,1.0
2022-03-23,92790.55321737325,0.00857888164261863,0.00878069405009168,0.00020181240747304865,-0.08016993059041955,1.3226846516915076,0.05867639818898221,7,4,0.23382768596297687,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-24,93333.24038316196,0.0058485174079888295,0.005911980548951751,6.346314096292156e-05,-0.07479028841708615,1.2708480133461382,-0.023204537707956885,7,4,0.23278914803535347,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-25,92295.79701455274,-0.011115475733513564,-0.011014089507001744,0.0001013862265118196,-0.0850744345145971,1.293654592339942,-0.044412736518165935,6,5,0.232564696294169,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-26,93649.33292819823,0.01466519557149588,0.014698958904811429,3.376333331554857e-05,-0.07165687216339228,1.2737828728632148,-0.05113189438442842,6,5,0.23316678699447047,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-27,93221.50684280379,-0.00456838369283904,-0.004508033262936794,6.035042990224643e-05,-0.07589789976996025,1.2670710231843831,-0.009469614337397236,7,4,0.23201247969536248,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-28,91124.41273327732,-0.022495818621154955,-0.022250118995310337,0.0002456996258446187,-0.09668633300416361,1.062381632633804,0.038522939977600174,6,5,0.23522990404343352,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.7918266471360594,1.0
2022-03-29,92117.26098135194,0.01089552424311044,0.010962759663168722,6.723542005828156e-05,-0.08684425704627756,1.210319237532029,0.015392719095417576,6,5,0.23493667403577784,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-30,92925.72582995833,0.008776475114366,0.008834898325551052,5.842321118505153e-05,-0.07882996839270379,1.230277110394163,0.03568475574111041,6,5,0.23427375869970712,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-03-31,91490.37942320973,-0.01544616836649841,-0.015408540550860115,3.7627815638294336e-05,-0.09305851579508274,1.2304204858001935,0.05546292949445594,6,5,0.23506176034102202,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-01,91281.22055492294,-0.0022861296412300942,-0.0019650613531478163,0.0003210682880822778,-0.09513190160498482,1.2574940086018378,-0.018766322150246706,4,3,0.2337547764606686,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-02,91515.7950920572,0.002569800619538544,0.0025867864016620138,1.69857821234697e-05,-0.09280657100512876,1.2924294542170138,0.0035340195301336863,4,3,0.2324680035646974,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-03,90799.63326966668,-0.007825554284592353,-0.007265554284592354,0.0005600000000000001,-0.09990586243035361,1.2695906478434278,0.006120805931795703,6,5,0.23168382150691122,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-04,90743.72558631118,-0.0006157258718155588,-0.0004638477704565619,0.0001518781013589969,-0.10046007367792477,1.374638546943242,0.020436930363112726,7,4,0.23035287085686157,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-05,90530.84740269459,-0.0023459273050686347,-0.0023459273050686347,0.0,-0.1025703289530832,1.3150170445670137,0.019973082592656122,7,4,0.22907650076015243,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-06,88654.79249723576,-0.02072282497383312,-0.02067617429476206,4.6650679071057065e-05,-0.12116760695251308,1.2613239746290836,0.03353595550837862,7,4,0.23167576963670777,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-07,89138.66596167102,0.00545795044808601,0.005482271774000548,2.4321325914537884e-05,-0.11637098329908699,1.287666345670033,-0.021884970092866052,7,4,0.23061234889838744,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-08,89764.89616924818,0.007025348661224417,0.007025348661224417,0.0,-0.11016318136958815,1.2310160894245492,-0.016402698318865483,7,4,0.22973490090884435,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-09,90912.34728561963,0.012782849034972227,0.012816870512788993,3.4021477816765685e-05,-0.09878853165127571,1.254795457084449,-0.004256615538044517,7,4,0.22990640855789998,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9943931870008624,1.0
2022-04-10,89509.26263271002,-0.015433378356204366,-0.015433378356204366,0.0,-0.11269726922125206,1.2113811116390802,0.008560254974744524,7,4,0.23075619792670413,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-11,88957.70081276238,-0.006162064167715269,-0.006065373549906625,9.669061780864406e-05,-0.11816488558449963,1.2520351624709796,-0.02624110101134336,7,4,0.22977380547979168,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-04-12,88859.11349257149,-0.0011082494184332908,-0.0011082494184332908,0.0,-0.11914217883720457,1.2903811073174754,-0.032306474561249965,7,4,0.2284616752071588,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9220672842383402,1.0
2022-04-13,88805.60448930782,-0.00060217800021314,-0.000528970184648985,7.320781556415503e-05,-0.11967261203842446,1.2296295645246702,0.02556874248189417,7,4,0.22714917914440444,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.8994748346768813,1.0
2022-04-14,88796.84240287043,-9.866591740216186e-05,-5.820158665956719e-05,4.046433074259468e-05,-0.11975947034777192,1.1987396035274138,0.025266924503880045,7,4,0.22584098649949655,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9491929879991249,1.0
2022-04-15,89556.48502151486,0.008554838191181849,0.008738756334735911,0.00018391814355406228,-0.11222915504727692,1.2592659782247901,-0.004117544837038467,7,4,0.22522242147349142,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9510792705849761,1.0
2022-04-16,88956.24209685954,-0.00670239485740347,-0.006526165026492961,0.00017622983091050853,-0.11817934579304068,1.0866108508780812,0.034342855129704225,7,4,0.22434536285485746,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.78998115347169,1.0
2022-04-17,88914.7126664668,-0.0004668523468821136,-0.00042409799520914384,4.275435167296978e-05,-0.11859102583498636,1.1065182385101675,-0.03326095514388841,7,4,0.223055276879961,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.8146364360987197,1.0
2022-04-18,88163.58969622834,-0.008447679216554817,-0.008331156642621226,0.0001165225739335899,-0.12603688610732508,0.9660152951941394,-0.03248736627913991,7,4,0.2224440811670176,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.6656872124295069,1.0
2022-04-19,88403.83964117085,0.00272504721926917,0.002786331940622392,6.128472135322183e-05,-0.1236552953540679,1.0323105049037626,-0.07542797846804483,7,4,0.2212332691660409,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.7717830506264303,1.0
2022-04-20,88520.954760071,0.001324774120394834,0.0013583961296452407,3.3622009250406794e-05,-0.12249433656880795,1.015779124227124,-0.024610204741126976,7,4,0.2199757839166121,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.7100976033398124,1.0
2022-04-21,88489.47090705324,-0.00035566553821176874,-0.00032896743837285787,2.6698099838910862e-05,-0.12280643509287613,0.9332694693553264,0.014888334015533716,7,4,0.2187100290338159,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.6820452657428764,1.0
2022-04-22,89183.04555439226,0.007837934165834585,0.007903690564995463,6.575639916087894e-05,-0.11593104968044037,0.9755627313141433,-0.03046604532710287,7,4,0.21804175539249543,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.6902809151041301,1.0
2022-04-23,89346.0252249629,0.0018274737037460283,0.0018429069904743736,1.543328672834524e-05,-0.11431543692143298,0.9872421514023451,-0.0005148022930427931,7,4,0.2168182174184843,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.7538864306017967,1.0
2022-04-24,89917.36757329019,0.0063947147832119754,0.0063947147832119754,0.0,-0.1086517367526519,0.9707134084087522,0.0013281046974315813,7,4,0.21596670666891155,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.6638571736397134,1.0
2022-04-25,90009.3416682871,0.0010228735279860725,0.0010982437700847256,7.537024209865322e-05,-0.10774000020995982,0.9635091222050922,0.014905031244701022,7,4,0.21473304374284263,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.7001122762255355,1.0
2022-04-26,89604.76532020565,-0.0044948262100666,-0.004380586164894356,0.00011424004517224397,-0.11175055384321003,0.9985834797630821,-0.043093620011909764,7,4,0.2136945459793703,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.7456083141063359,1.0
2022-04-27,89835.61185467224,0.0025762751974367005,0.0026560533757849815,7.977817834828112e-05,-0.10946217882593934,1.1424658938301602,-0.014288827549478161,7,4,0.2125292291744604,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.814685180733738,1.0
2022-04-28,90520.80374243086,0.007627174498093747,0.007734839443449168,0.00010766494535542078,-0.10266989146669249,1.2410927691523723,-0.05455577342209014,7,4,0.21188146114883752,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.8737781569193204,1.0
2022-04-29,89818.99891023515,-0.007752967308958323,-0.007735983150999639,1.6984157958683604e-05,-0.10962686246349529,1.1971435289952412,-0.022557851180521532,7,4,0.2112583789468226,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.8726582570290059,1.0
2022-04-30,88030.46218947045,-0.019912677077955007,-0.019810384148908136,0.00010229292904687225,-0.12735657523014535,1.2492727519461395,-0.014505703181094648,7,4,0.2139622012810368,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,0.9172431321810618,1.0
2022-05-01,88250.98111443955,0.002505029730441216,0.0025815237018245356,7.649397138331954e-05,-0.12517057750702282,1.3677787874304865,0.021247300478424103,7,4,0.21279169482165886,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-02,87682.61846661662,-0.0064402983473452885,-0.006374079312544013,6.621903480127618e-05,-0.1308047399909134,1.3604468539164452,0.01808829763256453,7,4,0.21197666387437694,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-03,86747.92992441363,-0.010659906815612063,-0.010572295918966516,8.761089664554654e-05,-0.14007028046718187,1.3667276760258695,-0.004730402776649739,7,4,0.21188296151412034,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-04,87438.64857836791,0.007962364687619858,0.00832210843387027,0.00035974374625041166,-0.1332232064345389,1.3879234967967424,-0.027952503124125838,6,5,0.21129251584942776,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-05,86783.49573777035,-0.007492714620473145,-0.007448501860387547,4.4212760085597885e-05,-0.1397177175883737,1.311677191953465,0.04353069114631289,6,5,0.2106350035446679,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-06,86484.24912086237,-0.0034481973140630894,-0.0033922253538425347,5.5971960220554575e-05,-0.14268414064392151,1.3244631865211163,0.01250020061063431,6,5,0.2095408140591137,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-07,85198.78558207121,-0.01486355668064733,-0.014724453793111025,0.00013910288753630435,-0.1554269035126784,1.3895967710436605,0.01968209923940742,5,6,0.21054509551589093,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-08,84925.09500028103,-0.0032123765605385577,-0.0031710535621225985,4.132299841595916e-05,-0.15813999033149564,1.4215961704614566,0.01849584137319081,5,6,0.20943575446256701,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
2022-05-09,87845.26212175172,0.034385208770870604,0.03461133695999035,0.00022612818911974336,-0.12919245814319694,1.410748116410365,0.021672058310183206,5,6,0.21980981394438032,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False,1.0,1.0
