date,nav,daily_ret,gross_ret,cost_pct,drawdown,gross_exp,net_exp,n_long,n_short,port_vol_ann,btc_vol_fast,btc_vol_slow,fast_scale,slow_scale,regime_scale,paused
2022-01-30,100845.47854630744,0.008454785463074278,0.009014785463074278,0.00056,0.0,0.7999999999999999,-6.938893903907228e-18,8,2,0.15013744105519672,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-01-31,100218.85689358428,-0.006213681185869015,-0.005653681185869015,0.0005600000000000001,-0.006213681185869125,1.4667778233832824,0.009014785463074201,6,5,0.14981391807391248,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-01,100546.15674094757,0.0032658509337302453,0.0036939449819046325,0.00042809404817438723,-0.0029681232086416474,1.9849794685528157,0.017504705527668557,5,6,0.14910107762439181,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-02,99098.8261299172,-0.014394688548457844,-0.014290225583096233,0.00010446296536161159,-0.017320086547937666,1.9561523343780343,-0.05195804843270661,5,6,0.15114389265479802,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-03,95554.93052940803,-0.0357612268369676,-0.03572191944720526,3.9307389762340195e-05,-0.052461925841028496,1.9694737825868047,-0.010094860069602585,5,6,0.16716332695888877,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-04,97090.2109299743,0.016066993006643163,0.01654057289743623,0.0004735798907930665,-0.03723783822998813,1.8911901651866474,0.07764051935024015,5,6,0.16942513035881135,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-05,96865.4311985204,-0.0023151636946800495,-0.0019262534024936267,0.00038891029218642275,-0.039466790233529746,1.8009262711231888,0.030232635741855335,7,4,0.1685160000962489,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-06,93651.78762511845,-0.033176371938258994,-0.03294284358298464,0.0002335283552743521,-0.07133379725979189,1.90125407148181,-0.06424960446052633,5,6,0.18079243405092013,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-07,93087.71511398422,-0.006023083226047764,-0.005861402409507865,0.0001616808165398994,-0.07692723108811385,1.7697620883063099,-0.04675209851351367,5,6,0.18017370471447747,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-08,93935.21661112236,0.009104332361154066,0.00917979646283448,7.546410168041228e-05,-0.06852326980640919,1.7366910617945626,-0.05840278120342855,5,6,0.18010330748517325,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-09,94717.30359759003,0.008325812349008484,0.008325812349008484,0.0,-0.060767969343349396,1.771092911162346,-0.04922298474059404,5,6,0.1798756257362997,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-10,95498.64751352205,0.008249220430213996,0.008301434105748014,5.2213675534018646e-05,-0.053020037287345126,1.5920778727619151,0.03369379265701254,5,6,0.1796354620128579,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-11,93987.28973160412,-0.01582596006612479,-0.01582596006612479,0.0,-0.06800690436065601,1.4817774035241442,0.04199522676276059,5,6,0.18151663195012213,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-12,94522.10220636937,0.0056902638249543,0.005728092375941,3.7828550986700375e-05,-0.06270361776343225,1.4810105758804786,0.08021005382049344,6,5,0.18084686864151722,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-13,93728.24821370724,-0.008398607036150302,-0.008398607036150302,0.0,-0.0705756017542425,1.4495537507277825,0.08593814619643443,6,5,0.18062571957122814,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
2022-02-14,93532.96837837472,-0.002083468314560477,-0.002018731575917651,6.473673864282565e-05,-0.072512028038767,1.5407669198693188,-0.014941516043752476,5,6,0.1796360528264568,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False
