date,symbol,score_fast,score_slow
2022-02-15,MKRUSDT-1d-full,1.3532784722976694,1.8506101326344586
2022-02-15,NEARUSDT-1d-full,-0.12434349918493477,-1.508409867950561
2022-02-15,OPUSDT-1d-full,,
2022-02-15,RNDRUSDT-1d-full,,
2022-02-15,SEIUSDT-1d-full,,
2022-02-15,SOLUSDT-1d-full,,
2022-02-15,STXUSDT-1d-full,,
2022-02-15,SUIUSDT-1d-full,,
2022-02-15,TIAUSDT-1d-full,,
2022-02-15,UNIUSDT-1d-full,0.2834550665584034,0.048951856128608265
2022-02-15,WLDUSDT-1d-full,,
2022-02-15,XRPUSDT-1d-full,-1.9286594925208282,-1.0467593899349452
2022-02-16,AAVEUSDT-1d-full,0.3087719882041976,-0.10336627282026228
2022-02-16,ADAUSDT-1d-full,0.19355794999226758,-0.2804549617567283
2022-02-16,APTUSDT-1d-full,,
2022-02-16,ARBUSDT-1d-full,,
2022-02-16,ATOMUSDT-1d-full,-0.214695761241216,-0.8485669798553401
2022-02-16,AVAXUSDT-1d-full,-1.7744332426533653,0.39302853568788315
2022-02-16,BNBUSDT-1d-full,,
2022-02-16,BTCUSDT-1d-full,,
2022-02-16,DOTUSDT-1d-full,0.8471179789169362,0.5688283592446204
2022-02-16,ETHUSDT-1d-full,,
2022-02-16,FETUSDT-1d-full,,
2022-02-16,INJUSDT-1d-full,,
2022-02-16,LINKUSDT-1d-full,0.42214469768728996,0.30743854611411187
2022-02-16,LTCUSDT-1d-full,0.9314791310204114,1.139712479680806
2022-02-16,MKRUSDT-1d-full,0.9324349762427869,1.7701384742554853
2022-02-16,NEARUSDT-1d-full,-0.06898618067599614,-1.5074202447661353
2022-02-16,OPUSDT-1d-full,,
2022-02-16,RNDRUSDT-1d-full,,
2022-02-16,SEIUSDT-1d-full,,
2022-02-16,SOLUSDT-1d-full,,
2022-02-16,STXUSDT-1d-full,,
2022-02-16,SUIUSDT-1d-full,,
2022-02-16,TIAUSDT-1d-full,,
2022-02-16,UNIUSDT-1d-full,0.3925626872924275,-0.05727123179206998
2022-02-16,WLDUSDT-1d-full,,
2022-02-16,XRPUSDT-1d-full,-1.9699542247857398,-1.3820667039923706
2022-02-17,AAVEUSDT-1d-full,0.4703695343079038,-0.19197677037601293
2022-02-17,ADAUSDT-1d-full,0.46423074621422405,-0.03418908279452985
2022-02-17,APTUSDT-1d-full,,
2022-02-17,ARBUSDT-1d-full,,
2022-02-17,ATOMUSDT-1d-full,-1.0798481912285296,-0.5794511981033935
2022-02-17,AVAXUSDT-1d-full,-1.2883911870800973,0.25480179139670484
2022-02-17,BNBUSDT-1d-full,,
