label,IC_mean,IC_median,IC_std,ICIR,t_stat_NW,t_stat_std,pct_pos,n_days,composite,type
volatility,0.06751791877959568,0.07884615384615384,0.36319795421082324,0.18589840057415075,7.667070610374296,7.015048013984154,0.5800561797752809,1424,Fast,individual
liquidity,-0.043835511316323,-0.04478632478632478,0.28172079950513096,-0.15559913003698767,-5.687273226076038,-5.873738350257103,0.44701754385964915,1425,Fast,individual
reversal_1w,0.02193225447739177,0.018181818181818184,0.295747489247711,0.07415871740172861,2.918519225722338,2.8209570602139067,0.5259156876295784,1447,Fast,individual
★ Fast COMPOSITE,0.060496466654723816,0.06940170940170941,0.2896384470859211,0.2088689097161799,8.187816994484724,7.8846284351633615,0.5880701754385965,1425,Fast,composite
volatility,0.11672217253814976,0.1623076923076923,0.3553506690112273,0.3284703891593403,5.396082847384787,12.312163869891284,0.6512455516014235,1405,Slow,individual
liquidity,-0.09825023954603912,-0.12319259687680739,0.28305814224594317,-0.3471026792109431,-5.7141505622880455,-13.015193410052474,0.3655761024182077,1406,Slow,individual
momentum_30d,0.05173768169688295,0.06307692307692309,0.2689547423490867,0.1923657536022571,3.397037828692741,7.2105089514086895,0.5857651245551602,1405,Slow,individual
taker_buy_contrarian,-0.07920679831005795,-0.08307692307692309,0.25664533931189293,-0.3086235601333108,-6.093317653699777,-11.682940690544992,0.374738311235171,1433,Slow,individual
★ Slow COMPOSITE,0.1109376746259157,0.1376773226773227,0.2914496731856674,0.3806409299187757,6.385719380340438,14.272766012458098,0.6536273115220483,1406,Slow,composite
