date,nav,daily_ret,gross_ret,cost_pct,drawdown,gross_exp,net_exp,n_long,n_short,port_vol_ann,port_vol_fast,port_vol_slow,btc_vol,regime_scale,paused
2022-05-08,84911.70894740429,-0.010974313304839447,-0.010958979968550258,1.5333336289188276e-05,-0.1580018244604441,1.4469875158204497,0.05708704226775005,5,6,0.2025581023540952,0.19253989291747786,0.2025581023540952,0.4451220526469184,1.0,False
2022-05-09,87974.50020170455,0.036070305170720324,0.03631614392794395,0.0002458387572236313,-0.12763069331554253,1.4510545840644649,0.030001944968202465,5,6,0.2576644321529743,0.2576644321529743,0.2145066148506289,0.4451220526469184,1.0,False
2022-05-10,91494.51425379647,0.0400117539062043,0.04035317639214306,0.00034142248593875427,-0.09272566730115796,1.1781333211779734,0.025028172713214517,4,7,0.31792558245895425,0.31792558245895425,0.2284651773626821,0.4451220526469184,1.0,False
2022-05-11,93970.56637990933,0.02706230145388325,0.027270064612777874,0.00020776315889462377,-0.06817273580829111,0.8925532892778631,0.05130347934987525,5,6,0.33497629409576757,0.33497629409576757,0.23381013388956398,0.4451220526469184,1.0,False
2022-05-12,94980.67102655943,0.010749159929146308,0.010815948911109433,6.678898196312541e-05,-0.05815637551915562,0.868556518920781,0.07065128940050608,5,6,0.3279009859120828,0.3279009859120828,0.2335030601522405,0.4451220526469184,1.0,False
2022-05-13,95038.83845598492,0.0006124133341742585,0.000718851706913391,0.0001064383727391325,-0.05757957792481645,0.9303777318607058,-0.029056581068761286,4,7,0.3167459460277956,0.3167459460277956,0.23216156784768713,0.4451220526469184,1.0,False
2022-05-14,93726.26156087828,-0.013810952621380526,-0.013794819828509951,1.61327928705743e-05,-0.07059530172351822,0.9903102366767367,-0.005290882403884659,4,7,0.31348307365770783,0.31348307365770783,0.23255015804580664,0.4451220526469184,1.0,False
2022-05-15,95585.5743780759,0.019837693152734315,0.019946628696222685,0.00010893554348837036,-0.05215805650439983,1.0147988785203657,-0.0378178985169578,4,7,0.31829203047223353,0.31829203047223353,0.23475149514420948,0.4451220526469184,1.0,False
2022-05-16,96196.70466887963,0.006393541021017312,0.006393541021017312,0.0,-0.04609799015721991,0.9391304999597693,-0.017871269820735114,4,7,0.3090704856104768,0.3090704856104768,0.2337662628105262,0.4451220526469184,1.0,False
2022-05-17,97085.74729740241,0.009241923947218015,0.009241923947218015,0.0,-0.037282100329154425,0.9863933363582679,-0.011477728799717757,4,7,0.30201874273777785,0.30201874273777785,0.23318893579068428,0.4451220526469184,1.0,False
2022-05-18,97253.1221093059,0.0017239895305205296,0.001740919006352037,1.6929475831507473e-05,-0.03562238474927714,0.9020393987175236,0.021949160621082306,4,7,0.29185536089803393,0.29185536089803393,0.23187273684318002,0.4451220526469184,1.0,False
2022-05-19,96747.88944709832,-0.005195027689082692,-0.005158245247192048,3.67824418906434e-05,-0.04063235316323612,1.002649474104129,0.012269552755683269,4,7,0.2830812712320103,0.2830812712320103,0.23078251258846574,0.4451220526469184,1.0,False
2022-05-20,96558.81720361621,-0.0019542777063420998,-0.0019401957427711593,1.4081963570940678e-05,-0.04250722396763502,0.9906775357539668,0.027228398324120842,4,7,0.27360913191587066,0.27360913191587066,0.2294881911307305,0.4451220526469184,1.0,False
2022-05-21,96901.11997949016,0.0035450183192709313,0.0035450183192709313,0.0,-0.03911289453603075,1.0115006450634436,0.02528820258134963,4,7,0.26486950408711896,0.26486950408711896,0.22828186311131343,0.4451220526469184,1.0,False
2022-05-22,96632.85271818601,-0.002768463990518715,-0.002768463990518715,0.0,-0.041773075886461494,1.0431116165896934,0.028833220900620557,4,7,0.25621293282606694,0.25621293282606694,0.2270378310458871,0.4451220526469184,1.0,False
2022-05-23,96083.44836905757,-0.005685482045435298,-0.005612590037884787,7.289200755051122e-05,-0.0472210578589617,1.1114064230853309,0.0813873401828234,4,7,0.24907654371634366,0.24907654371634366,0.22603016595951525,0.4451220526469184,1.0,False
2022-05-24,96317.77180519057,0.0024387492342381415,0.0024387492342381415,0.0,-0.04489746894341705,1.1282418652912785,0.07577475014493869,4,7,0.24089401089625942,0.24089401089625942,0.2247837974399463,0.4451220526469184,1.0,False
2022-05-25,95828.70429747536,-0.005077645574114692,-0.005042084371405124,3.5561202709567584e-05,-0.04974714108306222,1.1480678033596257,0.027411781222651657,4,7,0.2340385315102341,0.2340385315102341,0.22373083126418805,0.4451220526469184,1.0,False
2022-05-26,96072.09779013548,0.0025398808681016834,0.0026489612462543824,0.00010908037815269882,-0.047333612026840256,1.212426985465871,0.03980996015444013,4,7,0.2264148016664203,0.2264148016664203,0.22250301934159325,0.4451220526469184,1.0,False
2022-05-27,96921.47914042258,0.008841082580943928,0.008896597127468093,5.5514546524163806e-05,-0.038911009818680016,1.2440212848504446,0.024223702988914186,4,7,0.22302750008060654,0.22302750008060654,0.2219609130053647,0.4451220526469184,1.0,False
