date,nav,daily_ret,gross_ret,cost_pct,drawdown,gross_exp,net_exp,n_long,n_short,port_vol_ann,btc_vol,regime_scale,paused
2022-01-30,100845.47854630744,0.008454785463074278,0.009014785463074278,0.00056,0.0,0.7999999999999999,-6.938893903907228e-18,8,2,0.15013744105519672,0.4451220526469184,1.0,False
2022-01-31,100150.09292461576,-0.006895555772213991,-0.006374575830767436,0.0005209799414465545,-0.006895555772214022,1.298146284417306,-0.05574294079063648,8,3,0.14993893807406847,0.4451220526469184,1.0,False
2022-02-01,100510.07352112742,0.0035944110085111575,0.004061910013601146,0.0004674990050899889,-0.003325930225280318,1.8824089843555583,-0.007158171075152736,7,4,0.14925691165642085,0.4451220526469184,1.0,False
2022-02-02,99103.81550782057,-0.01399121465184528,-0.013643023207001502,0.00034819144484377735,-0.017270611073426603,1.51119431669242,0.16646102693961728,7,3,0.15113709454166593,0.4451220526469184,1.0,False
2022-02-03,96013.85003321109,-0.031179076797155685,-0.03074283690228279,0.00043623989487289534,-0.04791120616159014,1.9698253786049462,0.01824713459923205,7,4,0.16326547362390653,0.4451220526469184,1.0,False
2022-02-04,97184.89445350644,0.012196619757360798,0.012713822644233364,0.000517202886872566,-0.03629894116789866,1.5986652646720165,-0.13853888532462144,5,5,0.16423488520553614,0.4451220526469184,1.0,False
2022-02-05,96859.14580768916,-0.0033518444162441994,-0.002961924606550944,0.00038991980969325555,-0.03952911718087378,1.8064663416837976,-0.020185770774265088,6,4,0.1634331236462373,0.4451220526469184,1.0,False
2022-02-06,94515.76190637688,-0.02419372875706539,-0.02394773537077078,0.0002459933862946112,-0.06276648919885884,1.6197660890150352,0.06680451005597055,5,4,0.1698750880606445,0.4451220526469184,1.0,False
2022-02-07,93815.93329574706,-0.007404358770583058,-0.007133363104774535,0.0002709956658085233,-0.06970610236464359,1.7515551801460383,0.02259432349150596,6,5,0.16957574638450548,0.4451220526469184,1.0,False
2022-02-08,94713.21230065536,0.009564249625697416,0.009693568641427234,0.0001293190157298179,-0.06080853930239609,1.7608351738800487,-0.028619896865192035,6,5,0.1697325582980894,0.4451220526469184,1.0,False
2022-02-09,95135.70578596574,0.004460766085825733,0.004496254394736272,3.5488308910539194e-05,-0.05661902588641908,1.7453297396634297,0.03177125593414827,6,5,0.16900195851959302,0.4451220526469184,1.0,False
2022-02-10,96401.52187699899,0.0133053734197448,0.013502667371652111,0.0001972939519073104,-0.04406698974875527,1.7124540902377363,-0.03141040848243364,6,5,0.1702227752651467,0.4451220526469184,1.0,False
2022-02-11,94267.28122081005,-0.022139076382135005,-0.021824024478783777,0.0003150519033512272,-0.06523046367891179,1.73680817721088,-0.06100535349592,6,5,0.1752079530271032,0.4451220526469184,1.0,False
2022-02-12,95059.16592652157,0.008400419482308236,0.008461292969794402,6.087348748616478e-05,-0.05737800745453191,1.7084104549476171,-0.03847734944102102,7,4,0.17504592611659825,0.4451220526469184,1.0,False
2022-02-13,94221.76595944891,-0.008809250101352147,-0.008795064564364772,1.4185536987374267e-05,-0.06568180033789985,1.6493964973550916,-0.050281109310332785,7,4,0.1749699244562826,0.4451220526469184,1.0,False
2022-02-14,93817.25260188228,-0.004293205008922427,-0.004138185538628893,0.00015501947029353388,-0.0696930199126166,1.6816054851632114,-0.0659200796418174,6,5,0.1741841255425053,0.4451220526469184,1.0,False
2022-02-15,93685.76179806663,-0.001401563147171183,-0.0009795793902460798,0.00042198375692510323,-0.07099690389146328,1.584363677147312,-0.05497995483298741,6,5,0.17320467412604096,0.4451220526469184,1.0,False
2022-02-16,91779.61298032236,-0.02034619542137943,-0.020206266064522055,0.00013992935685737317,-0.0898985824319541,1.3732981897286543,0.07489691143510324,6,4,0.17717446826364322,0.4451220526469184,1.0,False
2022-02-17,91639.28266538656,-0.0015289922280004556,-0.0011473063919274972,0.0003816858360729583,-0.09129012042610778,1.6425645934173803,-0.029671521787891862,6,5,0.17618183569358328,0.4451220526469184,1.0,False
2022-02-18,91560.7084834451,-0.0008574290375928229,-0.0006698650957482361,0.0001875639418445868,-0.0920692746636018,1.6089686218476813,-0.08763409834441055,5,4,0.1751759005812485,0.4451220526469184,1.0,False
2022-02-19,92148.78530325076,0.006422807660034565,0.006524812778835674,0.00010200511880110938,-0.08623781024613046,1.627053059464299,-0.05108733120886011,6,4,0.17466275107369747,0.4451220526469184,1.0,False
2022-02-20,94498.07859636386,0.02549456604752693,0.02578950217880101,0.00029493613127408165,-0.06294183974771758,1.6193313331688455,-0.0647550735232502,6,5,0.18133286519737005,0.4451220526469184,1.0,False
2022-02-21,95224.21453785265,0.0076841344530439925,0.008017516870824085,0.00033338241778009314,-0.05574135885401694,1.6908928919177715,0.0472010046914154,7,4,0.18097368210860532,0.4451220526469184,1.0,False
2022-02-22,94353.66948501786,-0.00914205548514911,-0.009021240850795816,0.00012081463435329472,-0.06437382374370497,1.628212687892565,-0.04055038407666853,7,4,0.18090240010305814,0.4451220526469184,1.0,False
2022-02-23,95247.25615219906,0.009470608531267556,0.009527055780324041,5.644724905648536e-05,-0.055512874496774986,1.6236763423947431,0.031067302296086084,7,4,0.18090278287180286,0.4451220526469184,1.0,False
2022-02-24,94399.60093085421,-0.00889952378250507,-0.008700829812189122,0.0001986939703159497,-0.06391836013246076,1.6762795538587836,0.01793027234112122,7,4,0.1807815584384796,0.4451220526469184,1.0,False
2022-02-25,92539.12176127227,-0.01970854909593009,-0.019339096328183446,0.0003694527677466433,-0.08236717108958887,1.668346708110157,0.008885408012499749,7,4,0.18421460746843196,0.4451220526469184,1.0,False
2022-02-26,97553.8294964434,0.054190137530241836,0.05467980008139329,0.0004896625511514519,-0.032640521888668866,1.1397392939657718,0.08462193151337488,4,3,0.21414124717110425,0.4451220526469184,1.0,False
2022-02-27,95693.66662275833,-0.019068066146525682,-0.018576360137686015,0.0004917060088396677,-0.05108619640476427,1.0719713726316313,0.041738887080007725,3,4,0.21645803381219955,0.4451220526469184,1.0,False
