year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
2022,0.0025419303821070383,-0.06151564471158555,-0.04660452544625382,-0.04899937625715811,0.1411015692438975,0.10707344687837472,-0.2197256737509975,0.024528497214418632,-0.05352453915827493,-0.024820482636145558,0.07767739848943478,0.04931214507328985,-0.10082759225400195
2023,-0.24258804494145592,-0.02403207779148886,-0.00528381630222341,-0.05952254582243599,0.018668365121567554,0.052394779011530446,-0.046580465447432995,0.02896974099831029,-0.03862438133818347,0.01124337327137237,-0.1395650895907684,-0.23011689267400148,-0.5316127857673276
2024,0.02482420689289344,-0.060206950343711485,0.036983058005314096,-0.005018407863714991,0.05239779229750918,0.15447194582336676,-0.03896766272411101,-0.011808741607455597,-0.12384955468844128,0.04165577844852053,-0.14598518184488007,0.09528397335649474,-0.021173575903106423
2025,0.07936480292444115,0.056664431124066494,0.10992361622683688,-0.09909109049607046,0.023796360236063352,0.04802154995454622,-0.016210173057786825,0.05833202416907235,-0.013675548427786177,0.24005821782860304,0.07270413351774607,0.02957019885283363,0.7210170218062555
