date,nav,daily_ret,gross_ret,cost_pct,drawdown,gross_exp,net_exp,n_long,n_short,port_vol_ann,portfolio_beta,paused
2022-02-12,97901.50978824924,0.0025475441690808024,0.0031075441690808026,0.0005600000000000001,-0.029662984206408623,0.8000000000000002,4.85722573273506e-17,7,4,0.14783282285873067,-0.1888773820627976,False
2022-02-13,97542.824169097,-0.0036637394043057907,-0.0031037394043057906,0.0005600000000000001,-0.0332180461666281,0.8,-4.163336342344337e-17,7,4,0.1471726773783424,-0.18506189069618095,False
2022-02-14,97491.87704654217,-0.0005223051822501864,3.769481774981362e-05,0.0005600000000000001,-0.03372300139122118,0.8,-4.163336342344337e-17,6,5,0.14632893313657677,-0.21024097353042323,False
2022-02-15,97355.9441202502,-0.0013943000218065902,-0.0008343000218065901,0.0005600000000000001,-0.03507028143145265,0.8,-2.7755575615628914e-17,6,5,0.14551414836029694,-0.20086498192957236,False
2022-02-16,96399.8864855238,-0.009820228681111733,-0.009260228681111734,0.0005600000000000001,-0.04454611192899665,0.8000000000000002,3.469446951953614e-17,6,5,0.14606662645124868,-0.20545436902693065,False
2022-02-17,96254.42336041701,-0.0015089553567953383,-0.0009489553567953381,0.0005600000000000001,-0.0459878491915723,0.8000000000000002,7.979727989493313e-17,6,5,0.14525820644871737,-0.20488247653974748,False
2022-02-18,96144.50152719454,-0.0011419925379520146,-0.0005819925379520147,0.00056,-0.04707732394891107,0.7999999999999999,-5.724587470723463e-17,7,4,0.14444050840103154,-0.23516487694467808,False
2022-02-19,96253.67212122916,0.0011354845290214386,0.0016954845290214388,0.0005600000000000001,-0.04599529499290128,0.8,-2.949029909160572e-17,7,4,0.14362741076615543,-0.2448263140669121,False
2022-02-20,97189.18643322606,0.009719258407291048,0.010279258407291048,0.0005600000000000002,-0.03672307674316575,0.8000000000000003,1.734723475976807e-17,6,5,0.14418016481495174,-0.22502605777148874,False
2022-02-21,97384.02123415067,0.002004696284380083,0.0025646962843800833,0.0005600000000000002,-0.0347919990742837,0.8000000000000003,2.42861286636753e-17,7,4,0.14340850280970616,-0.20607912459388175,False
2022-02-22,96860.5471416674,-0.00537535917955809,-0.004815359179558091,0.0005600000000000001,-0.039980338762242676,0.8,1.3183898417423734e-16,7,4,0.1430066948666696,-0.17806841816508479,False
2022-02-23,97271.6956499023,0.004244746910561696,0.004804746910561696,0.00056,-0.0359052982711252,0.7999999999999999,7.632783294297951e-17,7,4,0.14244842511068573,-0.1657422053335445,False
2022-02-24,96760.40675986059,-0.005256296671150186,-0.004696296671150187,0.0005600000000000001,-0.040972866042496225,0.8000000000000002,3.469446951953614e-17,7,4,0.14203631695020633,-0.1858811373254014,False
2022-02-25,95820.40664262377,-0.009714718537404557,-0.009154718537404558,0.00056,-0.050289544718627135,0.7999999999999999,4.163336342344337e-17,7,4,0.14261224643474574,-0.19904486962273213,False
2022-02-26,98967.78701653116,0.03284666058291747,0.03340666058291747,0.0005600000000000001,-0.019094727741951874,0.8,0.0,4,3,0.15693254179905283,-0.02227586939372983,False
2022-02-27,97841.69435021006,-0.01137837573485404,-0.01081837573485404,0.00056,-0.03025583649000323,0.7999999999999999,1.1102230246251565e-16,3,4,0.15775843882617094,-0.07300253043947696,False
2022-02-28,97315.9835722357,-0.005373075164588458,-0.004813075164588458,0.0005600000000000001,-0.035466344770963394,0.8,-5.0306980803327406e-17,2,4,0.15723517080275884,-0.0741460476084319,False
2022-03-01,96673.10146859546,-0.0066061306687923635,-0.006046130668792364,0.0005600000000000001,-0.0418381801318543,0.8,2.7755575615628914e-17,5,3,0.15691364451051315,-0.099020357427134,False
2022-03-02,97047.27405995713,0.003870493298316445,0.004430493298316445,0.0005600000000000001,-0.038129621229351915,0.8000000000000002,-6.245004513516506e-17,5,6,0.15621104374437209,-0.19312802121433048,False
2022-03-03,95968.55160307487,-0.011115432837565312,-0.010555432837565312,0.0005600000000000002,-0.04882122682302065,0.8000000000000003,4.163336342344337e-17,5,6,0.15697003337179058,-0.19198618923152275,False
2022-03-04,96071.96839952092,0.0010776113082728474,0.001637611308272847,0.0005599999999999998,-0.047796225820855937,0.7999999999999998,-2.7755575615628914e-17,6,5,0.15608154894066856,-0.18601044362504815,False
2022-03-05,96023.13162933599,-0.0005083352719685884,5.166472803141151e-05,0.00056,-0.04828026458537287,0.7999999999999999,-1.3877787807814457e-17,7,4,0.15518607583585384,-0.17591150255825327,False
2022-03-06,95899.20888080657,-0.001290550999812996,-0.000730550999812996,0.0005600000000000001,-0.04950850744145394,0.8000000000000002,0.0,6,5,0.15431489567737694,-0.17115444934344998,False
2022-03-07,96839.82864311684,0.009808420458185028,0.010368420458185028,0.00056,-0.040185687240511865,0.7999999999999999,4.163336342344337e-17,7,4,0.1547349315096845,-0.15935716412089698,False
2022-03-08,94550.31648917958,-0.023642257385386164,-0.023082257385386162,0.0005600000000000001,-0.06287786426494925,0.8,5.551115123125783e-17,7,3,0.1612800364962868,-0.14189507019834252,False
2022-03-09,94222.18782701963,-0.003470413155068545,-0.0029104131550685454,0.00056,-0.0661300652527101,0.7999999999999999,0.0,7,3,0.16050849685605156,-0.16379496953587325,False
2022-03-10,94622.92274831851,0.004253084443704401,0.004813084443704401,0.0005600000000000001,-0.0621582375607933,0.8,-5.551115123125783e-17,6,5,0.15982146098712058,-0.20527460902221245,False
2022-03-11,95134.26115939333,0.005403959169966688,0.005963959169966688,0.0005600000000000001,-0.05709017896868232,0.8,6.938893903907228e-18,7,4,0.15928572871804925,-0.19793442514529458,False
2022-03-12,95270.76208335087,0.001434824029682035,0.001994824029682035,0.0005600000000000001,-0.05573726929964339,0.8,0.0,7,4,0.15839555767090915,-0.19212657402428912,False
2022-03-13,95984.6382925845,0.007493130039298555,0.008053130039298554,0.0005600000000000001,-0.04866178586724244,0.8,1.3877787807814457e-17,7,4,0.15822884973247273,-0.1875883205002503,False
2022-03-14,96494.15645191644,0.005308330253626713,0.005868330253626713,0.0005600000000000001,-0.04361176844373031,0.8,-1.3877787807814457e-17,7,4,0.15769253682972753,-0.14948358470384102,False
2022-03-15,97052.84603063665,0.005789879918776276,0.006349879918776276,0.0005600000000000001,-0.0380743954272887,0.8,0.0,7,4,0.15723185132783124,-0.1313868965993403,False
2022-03-16,96273.27806527483,-0.008032407057034955,-0.007472407057034955,0.0005600000000000001,-0.04580097344180117,0.8,-5.551115123125783e-17,6,5,0.15718902964185713,-0.1532471205649258,False
2022-03-17,95905.55373230098,-0.0038195887827204935,-0.0032595887827204933,0.0005600000000000001,-0.049445621340125694,0.8,5.551115123125783e-17,6,5,0.1564792469181962,-0.1247726736343295,False
2022-03-18,95912.67798880633,7.428408708460286e-05,0.0006342840870846028,0.00056,-0.0493750102758826,0.7999999999999999,-1.3877787807814457e-17,5,6,0.1555780671234427,-0.17490384207294946,False
2022-03-19,95923.82362400438,0.0001162060681837168,0.0006762060681837169,0.0005600000000000001,-0.04926454188350962,0.8000000000000002,2.7755575615628914e-17,5,6,0.15468218639242692,-0.17484043435162663,False
2022-03-20,95293.68931873616,-0.006569111629017016,-0.0060091116290170166,0.0005600000000000001,-0.05551002923754144,0.8,2.7755575615628914e-17,6,5,0.15437834507930645,-0.15830337865605604,False
2022-03-21,96422.61398974348,0.011846793623776346,0.012406793623776346,0.0005600000000000001,-0.04432085147419212,0.8,-1.3877787807814457e-17,6,5,0.15539407365904007,-0.16630747015870342,False
2022-03-22,94761.48608358754,-0.01722757595363075,-0.016667575953630748,0.0005600000000000001,-0.06078488659272171,0.8,2.7755575615628914e-17,6,5,0.15847465765691224,-0.14268081269657668,False
2022-03-23,95094.8111795749,0.0035175165540706375,0.004077516554070637,0.00056,-0.05748118188347826,0.7999999999999999,-2.7755575615628914e-17,7,4,0.15772643328974603,-0.09954651085624619,False
2022-03-24,95339.8364340839,0.0025766416849633883,0.0031366416849633884,0.0005600000000000001,-0.05505264860785691,0.8000000000000002,-4.163336342344337e-17,7,4,0.15690671561610287,-0.07013514065182419,False
2022-03-25,94691.0163429411,-0.006805340929983445,-0.0062453409299834456,0.0005600000000000001,-0.06148333749496533,0.8,4.163336342344337e-17,6,5,0.15662406022924574,-0.05223480841581968,False
2022-03-26,95671.58829507194,0.010355490837478281,0.010915490837478281,0.0005600000000000001,-0.051764536795573725,0.8,-1.3877787807814457e-17,6,5,0.157158861368109,-0.0642469888348792,False
2022-03-27,95337.83247813788,-0.0034885572914780095,-0.0029285572914780093,0.0005600000000000001,-0.055072510534773626,0.8,-2.7755575615628914e-17,6,4,0.15641687244426172,-0.0723962660489724,False
2022-03-28,93609.89358806991,-0.01812437775385966,-0.017564377753859658,0.00056,-0.07219873330384764,0.7999999999999999,-2.7755575615628914e-17,6,5,0.159882418954648,-0.08373508490256926,False
2022-03-29,94244.22551422226,0.006776334229624642,0.007336334229624642,0.0005600000000000001,-0.06591164182204556,0.8,2.7755575615628914e-17,6,5,0.15956593497597943,-0.12952387136084506,False
2022-03-30,94821.92318412311,0.006129793806981432,0.006689793806981432,0.0005600000000000001,-0.06018587278891278,0.8,-1.3877787807814457e-17,6,5,0.15914259617187432,-0.1283847982588948,False
2022-03-31,93701.14111498513,-0.011819862237572082,-0.011259862237572082,0.0005600000000000001,-0.07129434630147184,0.8,-2.7755575615628914e-17,6,5,0.16006617997048947,-0.12648676374399112,False
2022-04-01,93531.64931151144,-0.0018088552760067295,-0.0012488552760067293,0.0005600000000000001,-0.0729742404230217,0.8,2.7755575615628914e-17,4,3,0.1591873578300627,-0.1056821339507267,False
2022-04-02,93625.10253906343,0.000999161548415936,0.0015591615484159362,0.0005600000000000001,-0.07204799192966128,0.8,5.551115123125783e-17,4,3,0.158283727721172,-0.09929012178581229,False
2022-04-03,93157.13877931685,-0.004998272333547807,-0.0044382723335478075,0.0005600000000000001,-0.07668614877845939,0.8,-1.3877787807814457e-17,7,4,0.1577044985967927,-0.14978361936953122,False
2022-04-04,93114.48497010082,-0.0004578694641650102,0.00010213053583498985,0.0005600000000000001,-0.07710890599677435,0.8,1.0408340855860843e-16,7,4,0.15679899021170488,-0.1507692019316277,False
2022-04-05,92977.77772398938,-0.0014681630484810223,-0.0009081630484810222,0.0005600000000000001,-0.0784638605987621,0.8,0.0,7,4,0.15592487488700107,-0.1346025464821963,False
2022-04-06,91556.89753997626,-0.015281933154297345,-0.014721933154297345,0.0005600000000000001,-0.09254671428036104,0.8000000000000002,5.551115123125783e-17,7,4,0.1581530632901996,-0.12574919706877907,False
2022-04-07,91792.19101554857,0.002569915341108653,0.003129915341108653,0.0005600000000000001,-0.09021463616005056,0.8,5.551115123125783e-17,7,4,0.15733018798876044,-0.14074932778761032,False
2022-04-08,92173.42385254192,0.004153216442221951,0.004713216442221951,0.0005600000000000001,-0.08643610062805762,0.8000000000000002,4.163336342344337e-17,7,4,0.15665501366639936,-0.12912814928973573,False
2022-04-09,92803.12868748378,0.006831739655773851,0.007391739655773851,0.00056,-0.08019486990863493,0.7999999999999999,-2.7755575615628914e-17,7,4,0.1563796276018708,-0.1293504793754498,False
2022-04-10,91857.55492977225,-0.010189028873108153,-0.009629028873108153,0.0005600000000000001,-0.08956679093676877,0.8,5.551115123125783e-17,7,4,0.15687237078500463,-0.13874455813910008,False
2022-04-11,91510.94137587091,-0.0037733810154899966,-0.0032133810154899964,0.0005600000000000001,-0.09300220232371963,0.8,0.0,7,4,0.156160096572362,-0.11430926146826673,False
2022-04-12,91443.65999517302,-0.0007352277190718213,-0.0001752277190718212,0.0005600000000000001,-0.0936690522457083,0.8,4.163336342344337e-17,7,4,0.15526797858443883,-0.11575044876199944,False
2022-04-13,91382.39620061542,-0.000669962188311688,-0.00010996218831168798,0.0005600000000000001,-0.0942762597108004,0.8,0.0,7,4,0.15437979549483544,-0.11246675284615842,False
2022-04-14,91243.94662437271,-0.0015150574071045844,-0.0009550574071045845,0.00056,-0.09564848317231606,0.7999999999999999,-2.7755575615628914e-17,7,4,0.15352197791157013,-0.10925149788111246,False
2022-04-15,91657.27146929277,0.004529887846934155,0.005089887846934155,0.0005600000000000001,-0.09155187222688178,0.8,2.0816681711721685e-17,7,4,0.1529192985781186,-0.0754251663865002,False
2022-04-16,91247.82083582904,-0.004467192039432445,-0.0039071920394324455,0.0005600000000000001,-0.09561008447150719,0.8,-2.0816681711721685e-17,7,4,0.15231343511071588,-0.10847214484530422,False
2022-04-17,91217.19740895508,-0.0003356072133390046,0.00022439278666099547,0.0005600000000000001,-0.09591360425082956,0.8,-4.85722573273506e-17,7,4,0.15143773333324204,-0.11818853633220885,False
2022-04-18,90610.92865952506,-0.006646430351416472,-0.006086430351416473,0.0005600000000000001,-0.10192255151183949,0.8,7.632783294297951e-17,7,4,0.1511792754072346,-0.09612755907202393,False
2022-04-19,90673.94881918281,0.000695502855892403,0.0012555028558924029,0.0005599999999999998,-0.1012979360816035,0.7999999999999998,2.0816681711721685e-17,7,4,0.150315292682269,-0.11643436323303666,False
2022-04-20,90675.84081332055,2.0865906496593295e-05,0.0005808659064965934,0.0005600000000000001,-0.10127918384836948,0.8000000000000002,3.469446951953614e-17,7,4,0.14944954640943756,-0.1107928968523109,False
2022-04-21,90593.8154793159,-0.00090459965156007,-0.0003445996515600699,0.0005600000000000001,-0.10209216638551004,0.8,4.85722573273506e-17,7,4,0.148600323950469,-0.0974243252840118,False
2022-04-22,91110.73166219091,0.00570586612496773,0.00626586612496773,0.0005599999999999998,-0.09696882449434595,0.7999999999999998,2.0816681711721685e-17,7,4,0.14820564511471102,-0.12186990705076035,False
2022-04-23,91221.28027519905,0.0012133434886465121,0.001773343488646512,0.0005600000000000001,-0.09587313749750133,0.8,4.163336342344337e-17,7,4,0.1473729850860432,-0.1355429007873484,False
2022-04-24,91646.2025833666,0.004658148919699784,0.005218148919699784,0.0005600000000000001,-0.09166157992966381,0.8000000000000002,8.326672684688674e-17,7,4,0.14683427006660144,-0.13105010042311915,False
2022-04-25,91719.84077823121,0.0008035051402990727,0.0013635051402990728,0.0005600000000000001,-0.09093172534000625,0.8,-1.3877787807814457e-17,7,4,0.14599783681364337,-0.10579848819316312,False
2022-04-26,91456.74295804602,-0.0028684940788476277,-0.0023084940788476276,0.0005600000000000002,-0.09353938230313662,0.8000000000000003,2.0816681711721685e-17,7,4,0.14527572568664598,-0.07855210251105593,False
2022-04-27,91536.903779493,0.000876488915462007,0.001436488915462007,0.0005600000000000001,-0.09274487961942243,0.8000000000000002,3.469446951953614e-17,7,4,0.14445014773364914,-0.10383360083925772,False
2022-04-28,91765.5901571567,0.0024982970607634793,0.0030582970607634795,0.0005600000000000001,-0.0904782868188131,0.8,3.469446951953614e-17,7,4,0.14370924540048502,-0.13580704647761385,False
2022-04-29,91150.907572854,-0.006698399511734095,-0.006138399511734095,0.0005600000000000001,-0.09657062661829752,0.8,1.3877787807814457e-17,7,4,0.14353829080097255,-0.1858205097961061,False
2022-04-30,89958.52825315915,-0.013081376274194824,-0.012521376274194824,0.0005600000000000001,-0.10838872618866358,0.8,6.938893903907228e-18,7,4,0.14520331645433576,-0.16505374705925635,False
2022-05-01,90051.59151495768,0.0010345129428599702,0.0015945129428599702,0.0005600000000000001,-0.1074663427859059,0.8,-3.469446951953614e-17,7,4,0.14438254547542853,-0.17295705646543957,False
2022-05-02,89705.03546064101,-0.003848416762951986,-0.003288416762951986,0.0005600000000000001,-0.11090118427382743,0.8,-3.8163916471489756e-17,7,4,0.14376706691495925,-0.1716387607631652,False
2022-05-03,89219.66077285973,-0.005410785306408419,-0.004850785306408419,0.00056,-0.11571190708190372,0.7999999999999999,1.0408340855860843e-17,7,4,0.143367726018258,-0.2114389649674494,False
2022-05-04,89415.79540573264,0.002198334214386297,0.002758334214386297,0.0005600000000000001,-0.1137679463118675,0.8,-6.938893903907228e-17,6,5,0.14261303920649515,-0.2071083718010815,False
2022-05-05,88965.00323767857,-0.005041527238096632,-0.004481527238096633,0.00056,-0.11823590934981053,0.7999999999999999,0.0,6,5,0.14216690673713397,-0.2021300314814421,False
2022-05-06,88761.27596171558,-0.0022899709835193854,-0.0017299709835193857,0.00056,-0.12025512353170874,0.7999999999999999,0.0,6,5,0.14142583222701868,-0.2030276727141212,False
2022-05-07,87946.72572706065,-0.0091768648639782,-0.0086168648639782,0.0005600000000000001,-0.12832842337783537,0.8,-4.163336342344337e-17,5,5,0.14186117421877142,-0.20817444251422312,False
2022-05-08,87871.02462938303,-0.0008607608418824013,-0.0003007608418824012,0.0005600000000000001,-0.12907872413797358,0.8000000000000002,1.3877787807814457e-17,5,6,0.14105512490837496,-0.20394916906103563,False
2022-05-09,89475.37852964195,0.018258053858204816,0.018818053858204817,0.0005600000000000001,-0.11317739657702819,0.8000000000000002,-1.3877787807814457e-17,5,6,0.1451398464370695,-0.17422748681972886,False
2022-05-10,92258.09663170285,0.03110037809048243,0.03166037809048243,0.0005600000000000001,-0.0855968783113878,0.8,-1.1102230246251565e-16,4,7,0.15772960786833304,-0.13537876697214946,False
2022-05-11,94811.32048332586,0.027674794352365133,0.028234794352365134,0.00056,-0.060290959963494685,0.7999999999999999,1.3877787807814457e-17,5,6,0.16674470139433206,-0.20622960463946988,False
2022-05-12,95035.48023712129,0.002364272036848542,0.002924272036848542,0.00056,-0.058069232157362496,0.7999999999999999,1.3877787807814457e-17,5,6,0.16585498521375458,-0.2023534378640634,False
2022-05-13,95170.22072968204,0.0014177914629838148,0.001977791462983815,0.0005600000000000001,-0.056733770755993444,0.8,1.3877787807814457e-17,4,7,0.16492528144592256,-0.21259870900615377,False
2022-05-14,94019.06216589868,-0.012095785372328484,-0.011535785372328484,0.0005600000000000001,-0.06814331661389457,0.8000000000000002,-1.6653345369377348e-16,4,7,0.16583517425475303,-0.20446926682783267,False
2022-05-15,95234.23763754079,0.0129247776317734,0.013484777631773399,0.0005600000000000001,-0.05609927619644735,0.8,1.5265566588595902e-16,4,7,0.1669903068519844,-0.195464530211197,False
2022-05-16,95841.37557685377,0.006375206589291242,0.006935206589291242,0.00056,-0.0500817140824182,0.7999999999999999,2.7755575615628914e-17,4,7,0.16654086397024778,-0.19923524177430585,False
2022-05-17,96381.04413074216,0.005630851504793368,0.0061908515047933675,0.0005600000000000001,-0.044732865272728475,0.8,4.163336342344337e-17,4,7,0.16598256410299586,-0.20487969829925565,False
2022-05-18,96356.4962017021,-0.0002546966497557387,0.00030530335024426137,0.0005600000000000001,-0.04497616861156522,0.8000000000000002,-1.3877787807814457e-17,4,7,0.1650273988709672,-0.19524721594823677,False
2022-05-19,95892.60180271867,-0.004814355204576612,-0.004254355204576612,0.0005600000000000001,-0.049573992564704884,0.8,-2.7755575615628914e-17,4,7,0.16437275878964056,-0.20544133029298128,False
2022-05-20,95613.04703357899,-0.002915290271451952,-0.002355290271451952,0.0005600000000000001,-0.052344760257915894,0.8,6.938893903907228e-17,4,7,0.1635350167659731,-0.19854462196269002,False
2022-05-21,95751.93054894361,0.00145255819862991,0.00201255819862991,0.00056,-0.050968235869953846,0.7999999999999999,6.938893903907228e-17,4,7,0.16262032378910438,-0.20506567226704528,False
2022-05-22,95445.59850201779,-0.0031992258032775022,-0.002639225803277502,0.0005600000000000001,-0.05400440277788868,0.8000000000000002,0.0,4,7,0.16181634020830385,-0.19970719302641732,False
2022-05-23,94991.22372449236,-0.004760562924395369,-0.004200562924395369,0.0005600000000000001,-0.0585078743446655,0.8000000000000002,-2.7755575615628914e-17,4,7,0.1611793559952102,-0.19843001817007103,False
2022-05-24,95264.11341228969,0.002872788422947369,0.003432788422947369,0.0005600000000000001,-0.055803166665786684,0.8000000000000002,-1.3877787807814457e-17,4,7,0.16035894853593155,-0.19648917543525235,False
2022-05-25,94969.47722072355,-0.003092835077265661,-0.0025328350772656607,0.0005600000000000001,-0.05872341175176586,0.8,-2.7755575615628914e-17,4,7,0.15956106439863624,-0.19868294995884936,False
2022-05-26,95213.95169594948,0.0025742426133158517,0.003134242613315852,0.0005600000000000001,-0.056300337447380576,0.8,-4.163336342344337e-17,4,7,0.15872959730425734,-0.19415743570536653,False
2022-05-27,95689.43015048777,0.004993789734267651,0.005553789734267651,0.0005600000000000001,-0.051587699760293475,0.8,-4.163336342344337e-17,4,7,0.1581462746764278,-0.193104034272875,False
2022-05-28,94713.06199396176,-0.010203511035550197,-0.009643511035550197,0.0005600000000000001,-0.061264835132040805,0.8,1.3877787807814457e-17,4,7,0.15861731574000684,-0.17700410250077933,False
2022-05-29,95124.52485775147,0.004344309592862194,0.004904309592862194,0.00056,-0.05718667895014794,0.7999999999999999,-1.249000902703301e-16,4,7,0.15795440745278286,-0.17378622107165814,False
2022-05-30,94626.5955722482,-0.005234499580921623,-0.004674499580921624,0.0005600000000000001,-0.06212183488407072,0.8,1.3877787807814457e-17,4,7,0.1574099600358163,-0.1599364625293185,False
2022-05-31,94676.26813673455,0.0005249323848750157,0.0010849323848750158,0.0005600000000000001,-0.06162951226213417,0.8,2.7755575615628914e-17,5,6,0.15650703608041858,-0.15414478745836005,False
2022-06-01,94008.43828597052,-0.007053825250056642,-0.006493825250056642,0.0005600000000000001,-0.06824861370244747,0.8000000000000002,4.163336342344337e-17,5,6,0.1562744625271414,-0.1494942561036971,False
2022-06-02,94210.07404751885,0.002144868750345195,0.0027048687503451953,0.0005600000000000001,-0.06625012927088708,0.8,-5.551115123125783e-17,5,6,0.15543644134433945,-0.15040441108664118,False
2022-06-03,94663.15336955158,0.004809244941302257,0.005369244941302257,0.00056,-0.06175949742864155,0.7999999999999999,-1.3877787807814457e-17,5,6,0.15485459426558862,-0.1471193537455217,False
2022-06-04,95064.33502220675,0.004237991640622947,0.004797991640622947,0.0005600000000000001,-0.05778324202185023,0.8000000000000002,-5.551115123125783e-17,5,6,0.1542070354898993,-0.151333140694046,False
2022-06-05,94685.27449893767,-0.003987410453989265,-0.003427410453989265,0.0005600000000000001,-0.0615402469725362,0.8000000000000002,0.0,5,6,0.15353609323980486,-0.15028954898222185,False
2022-06-06,95664.9496709291,0.010346647640572887,0.010906647640572887,0.0005600000000000001,-0.05183033458310195,0.8,4.163336342344337e-17,5,6,0.15411481674447183,-0.1327470902065298,False
2022-06-07,95398.96231066718,-0.0027804055840396297,-0.00222040558403963,0.00056,-0.05446663081544406,0.7999999999999999,-6.938893903907228e-17,5,6,0.1533329018003879,-0.14484409202263168,False
2022-06-08,96369.62959212117,0.01017482012323172,0.010734820123231719,0.00056,-0.04484599886347804,0.7999999999999999,1.3877787807814457e-17,6,6,0.1538666851291279,-0.13529303293841344,False
2022-06-09,96801.96603910754,0.004486231282782995,0.005046231282782996,0.0005600000000000002,-0.04056095710370412,0.8000000000000003,-4.163336342344337e-17,6,6,0.1532560072200682,-0.13520911254834314,False
2022-06-10,96250.22086965604,-0.005699731028485558,-0.005139731028485558,0.0005600000000000001,-0.046029501586440605,0.8,2.7755575615628914e-17,6,6,0.15281958501008705,-0.13611477577995956,False
2022-06-11,96427.75381893238,0.0018444939416478279,0.002404493941647828,0.0005600000000000001,-0.04426990878160608,0.8,-4.163336342344337e-17,6,6,0.15198633867900171,-0.14240338553772275,False
2022-06-12,96040.86486656836,-0.004012215747454862,-0.0034522157474548626,0.0005600000000000001,-0.04810450410390903,0.8,-8.326672684688674e-17,6,5,0.15133410462393462,-0.10509651739219344,False
2022-06-13,97654.08194574983,0.01679719441742598,0.017357194417425982,0.0005600000000000001,-0.032115330394270405,0.8000000000000002,0.0,7,5,0.15434319574152675,-0.10256581873964787,False
2022-06-14,98567.30710260836,0.009351633220676387,0.009911633220676386,0.0005600000000000001,-0.023064027964202018,0.8,-2.7755575615628914e-17,7,5,0.15464424245749953,-0.11291577256878071,False
2022-06-15,99109.57326611388,0.005501480962049662,0.0060614809620496615,0.0005600000000000001,-0.017689433312905498,0.8,2.7755575615628914e-17,7,5,0.15416563890264842,-0.1696684607543395,False
2022-06-16,99273.69879800336,0.0016560007926660655,0.0022160007926660657,0.0005600000000000002,-0.01606272623582738,0.8000000000000003,1.0408340855860843e-17,7,5,0.15331520917624603,-0.1674907979158651,False
2022-06-17,101403.32864369868,0.021452105356007414,0.022012105356007415,0.0005600000000000001,0.0,0.8,-1.1449174941446927e-16,7,5,0.15863440179482086,-0.190768788180426,False
2022-06-18,103115.31454132841,0.0168829359009026,0.017442935900902602,0.0005600000000000001,0.0,0.8000000000000002,3.469446951953614e-17,5,6,0.16146454654075232,-0.19080480509798275,False
2022-06-19,101334.49600086275,-0.017270165429713297,-0.016710165429713295,0.00056,-0.017270165429713213,0.7999999999999999,-6.938893903907228e-18,4,8,0.16438298369587456,-0.11972990406025213,False
2022-06-20,100592.5000123792,-0.007322244820532078,-0.006762244820532079,0.0005600000000000001,-0.024465953870877934,0.8,-1.3877787807814457e-17,4,7,0.1641224226068962,-0.12216241992987054,False
2022-06-21,101284.4245487211,0.006878490307495568,0.007438490307495568,0.0005600000000000001,-0.017755752389946786,0.8,-2.7755575615628914e-17,5,7,0.163783815255832,-0.12137289495195525,False
2022-06-22,100208.1840048547,-0.010625923469098677,-0.010065923469098677,0.0005600000000000001,-0.028193004593013517,0.8000000000000002,1.1102230246251565e-16,5,7,0.16428751660264274,-0.11534559426860261,False
