year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
2022,0.0025465020329789034,-0.052794333970274,-0.042114474395055335,-0.03530790710314746,0.11217962239618329,0.14705746331032588,-0.17103436726811028,0.05168462395901474,-0.046553755992249646,-0.025106761459060434,0.06203411772916012,0.04253856731759087,0.004424207620340681
2023,-0.17162771010787414,-0.01546578644217711,-0.0013068549093957493,-0.03837725974538975,0.0038948727259029425,0.04663583738495425,-0.03265077225792312,0.014878314114470603,-0.03299592658856809,0.03693527297500032,-0.09650491898789015,-0.14851242612507398,-0.3767556831060307
2024,0.013342640010147289,-0.008938206330033172,0.03854450197854864,-0.013745983093796488,0.048105637199561624,0.10092125245025607,-0.025029563839225055,-0.032923602655268946,-0.12584451810786512,0.02903262528162931,-0.04422908964626482,0.05635296689244407,0.01640123720258546
2025,0.06259087961947185,0.034079888328604424,0.08287782314751935,-0.08698640204751662,0.025872467110958475,0.04041749052283894,-0.021250672731173537,0.057121902536172,-0.04209583235027181,0.1877089146287434,0.0608761869424872,0.04291305824483116,0.5101473771517986
